WD20CD,WD20NM,FID
E05012662,East Southbourne & Tuckton,2589
E05010815,Hampton Vale,2590
E05008330,Amesbury West,2591
E05012707,Marshwood Vale,2592
E05009240,Roche,2593
E05008388,Salisbury Harnham,2594
E05012663,Hamworthy,2595
E05010816,Hargate and Hempsted,2596
E05008331,Bourne and Woodford Valley,2597
E05012708,Melcombe Regis,2598
E05009241,Roseland,2599
E05008389,Salisbury St Edmund and Milford,2600
E05012664,Highcliffe & Walkford,2601
E05010817,North,2602
E05008332,Box and Colerne,2603
E05012709,Portland,2604
E05009242,St Agnes,2605
E05008390,Salisbury St Francis and Stratford,2606
E05012665,Kinson,2607
E05010818,Orton Longueville,2608
E05008333,Bradford-on-Avon North,2609
E05012710,Puddletown & Lower Winterborne,2610
E05009243,St Austell Bay,2611
E05008391,Salisbury St Mark's and Bishopdown,2612
E05012666,Littledown & Iford,2613
E05010819,Orton Waterville,2614
E05008334,Bradford-on-Avon South,2615
E05012711,Radipole,2616
E05009244,St Austell Bethel,2617
E05008392,Salisbury St Martin's and Cathedral,2618
E05012667,Moordown,2619
E05010820,Park,2620
E05008335,Brinkworth,2621
E05012712,Rodwell & Wyke,2622
E05009245,St Austell Gover,2623
E05008393,Salisbury St Paul's,2624
E05012668,"Mudeford, Stanpit & West Highcliffe",2625
E05010821,Paston and Walton,2626
E05008336,"Bromham, Rowde and Potterne",2627
E05012713,St Leonards & St Ives,2628
E05009246,St Austell Poltair,2629
E05009247,St Blazey,2630
E05009248,St Buryan,2631
E05009249,St Cleer,2632
E05009250,St Columb Major,2633
E05009251,St Dennis and Nanpean,2634
E05009252,"St Dominick, Harrowbarrow and Kelly Bray",2635
E05009253,St Enoder,2636
E05009254,St Germans and Landulph,2637
E05009255,St Issey and St Tudy,2638
E05009256,St Ives East,2639
E05009257,St Ives West,2640
E05009258,St Just In Penwith,2641
E05009259,St Keverne and Meneage,2642
E05009260,St Mawgan and Colan,2643
E05009261,St Mewan,2644
E05009262,St Minver and St Endellion,2645
E05009263,St Stephen-In-Brannel,2646
E05009264,St Teath and St Breward,2647
E05009265,Saltash East,2648
E05009266,Saltash North,2649
E05009267,Saltash South,2650
E05009268,Saltash West,2651
E05009269,Stokeclimsland,2652
E05012669,Muscliff & Strouden Park,2653
E05012714,Shaftesbury Town,2654
E05010822,Ravensthorpe,2655
E05008394,Sherston,2656
E05008337,"Bulford, Allington and Figheldean",2657
E05012670,Newtown & Heatherlands,2658
E05012715,Sherborne East,2659
E05010823,Stanground South,2660
E05008395,Southwick,2661
E05008338,Burbage and the Bedwyns,2662
E05012671,Oakdale,2663
E05012716,Sherborne Rural,2664
E05010824,Werrington,2665
E05008396,Summerham and Seend,2666
E05008339,By Brook,2667
E05012672,Parkstone,2668
E05012717,Sherborne West,2669
E05010825,West,2670
E05008397,The Collingbournes and Netheravon,2671
E05008340,Calne Central,2672
E05012673,Penn Hill,2673
E05012718,South East Purbeck,2674
E05010826,Wittering,2675
E05008398,The Lavingtons and Erlestoke,2676
E05008341,Calne Chilvester and Abberd,2677
E05012674,Poole Town,2678
E05012719,Stalbridge & Marnhull,2679
E05002193,Barnfield,2680
E05008399,Tidworth,2681
E05008342,Calne North,2682
E05012675,Queen's Park,2683
E05012720,Stour & Allen Vale,2684
E05002194,Biscot,2685
E05008400,Till and Wylye Valley,2686
E05008343,Calne Rural,2687
E05012676,Redhill & Northbourne,2688
E05012721,Sturminster Newton,2689
E05002195,Bramingham,2690
E05008401,Tisbury,2691
E05008344,Calne South and Cherhill,2692
E05012677,Talbot & Branksome Woods,2693
E05012722,Swanage,2694
E05002196,Challney,2695
E05008402,Trowbridge Adcroft,2696
E05008345,Chippenham Cepen Park and Derriads,2697
E05012678,Wallisdown & Winton West,2698
E05012723,Upwey & Broadwey,2699
E05002197,Crawley,2700
E05008403,Trowbridge Central,2701
E05008346,Chippenham Cepen Park and Redlands,2702
E05012679,West Southbourne,2703
E05012724,Verwood,2704
E05002198,Dallow,2705
E05008404,Trowbridge Drynham,2706
E05008347,Chippenham Hardenhuish,2707
E05012680,Westbourne & West Cliff,2708
E05012725,Wareham,2709
E05002199,Farley,2710
E05008405,Trowbridge Grove,2711
E05008348,Chippenham Hardens and England,2712
E05012681,Winton East,2713
E05012726,West Moors & Three Legged Cross,2714
E05002200,High Town,2715
E05008406,Trowbridge Lambrok,2716
E05008349,Chippenham Lowden and Rowden,2717
E05012682,Beacon,2718
E05012727,West Parley,2719
E05002201,Icknield,2720
E05008407,Trowbridge Park,2721
E05008350,Chippenham Monkton,2722
E05012683,Beaminster,2723
E05012728,West Purbeck,2724
E05012729,Westham,2725
E05012730,Wimborne Minster,2726
E05012731,Winterborne & Broadmayne,2727
E05012732,Winterborne North,2728
E05012733,Yetminster,2729
E05010755,Blunsdon and Highworth,2730
E05008954,Central,2731
E05008955,Chiseldon and Lawn,2732
E05008956,Covingham and Dorcan,2733
E05008957,Eastcott,2734
E05008958,Gorse Hill and Pinehurst,2735
E05010756,Haydon Wick,2736
E05008960,"Liden, Eldene and Park South",2737
E05008961,Lydiard and Freshbrook,2738
E05008962,Mannington and Western,2739
E05008963,Old Town,2740
E05010757,Penhill and Upper Stratton,2741
E05008965,Priory Vale,2742
E05012684,Blackmore Vale,2743
E05008408,Trowbridge Paxcroft,2744
E05012685,Blandford,2745
E05002202,Leagrave,2746
E05008409,Urchfont and The Cannings,2747
E05012686,Bridport,2748
E05008351,Chippenham Pewsham,2749
E05002203,Lewsey,2750
E05008410,Warminster Broadway,2751
E05012687,Chalk Valleys,2752
E05008352,Chippenham Queens and Sheldon,2753
E05002204,Limbury,2754
E05008411,Warminster Copheap and Wylye,2755
E05012688,Charminster St Mary's,2756
E05008353,Corsham Pickwick,2757
E05002205,Northwell,2758
E05008412,Warminster East,2759
E05012689,Chesil Bank,2760
E05008354,Corsham Town,2761
E05002206,Round Green,2762
E05008413,Warminster West,2763
E05012690,Chickerell,2764
E05008355,Corsham Without and Box Hill,2765
E05002207,Saints,2766
E05008414,Warminster Without,2767
E05012691,Colehill & Wimborne Minster East,2768
E05008356,Cricklade and Latton,2769
E05002208,South,2770
E05008415,West Selkley,2771
E05012692,Corfe Mullen,2772
E05008357,Devizes and Roundway South,2773
E05002209,Stopsley,2774
E05008416,Westbury East,2775
E05012693,Cranborne & Alderholt,2776
E05008358,Devizes East,2777
E05002210,Sundon Park,2778
E05008417,Westbury North,2779
E05012694,Cranborne Chase,2780
E05008359,Devizes North,2781
E05002211,Wigmore,2782
E05008418,Westbury West,2783
E05012695,Crossways,2784
E05008360,Downton and Ebble Valley,2785
E05008751,Brickhill,2786
E05008419,Wilton and Lower Wylye Valley,2787
E05012696,Dorchester East,2788
E05008361,Durrington and Larkhill,2789
E05008752,Bromham and Biddenham,2790
E05008362,Ethandune,2791
E05008753,Castle,2792
E05008363,Fovant and Chalke Valley,2793
E05008754,Cauldwell,2794
E05008364,Hilperton,2795
E05008365,Holt and Staverton,2796
E05008366,Kington,2797
E05008367,"Laverstock, Ford and Old Sarum",2798
E05008368,Ludgershall and Perham Down,2799
E05008369,Lyneham,2800
E05012151,Thatcham West,2801
E05012508,Oldfield,2802
E05012509,Pinkneys Green,2803
E05008479,Arreton and Newchurch,2804
E05012152,Theale,2805
E05012510,Riverside,2806
E05008480,Binstead and Fishbourne,2807
E05012153,Tilehurst & Purley,2808
E05012511,St Mary's,2809
E05008481,"Brading, St Helens and Bembridge",2810
E05002258,Rainham Central,2811
W05000041,Aberdaron,2812
E05012154,Tilehurst Birch Copse,2813
E05012512,Sunningdale & Cheapside,2814
E05008482,Carisbrooke,2815
E05002259,Rainham North,2816
W05000042,Aberdovey,2817
E05012155,Tilehurst South & Holybrook,2818
E05002372,Arborfield,2819
E05008483,Central Wight,2820
E05002260,Rainham South,2821
W05000043,Abererch,2822
E05008755,Clapham,2823
E05002319,Abbey,2824
E05002320,Battle,2825
E05002321,Caversham,2826
E05002322,Church,2827
E05002323,Katesgrove,2828
E05002324,Kentwood,2829
E05002325,Mapledurham,2830
E05002326,Minster,2831
E05002327,Norcot,2832
E05002328,Park,2833
E05002329,Peppard,2834
E05002330,Redlands,2835
E05002331,Southcote,2836
E05002332,Thames,2837
E05002333,Tilehurst,2838
E05002334,Whitley,2839
E05009337,Baylis and Stoke,2840
E05009338,Britwell and Northborough,2841
E05009339,Central,2842
E05009340,Chalvey,2843
E05009341,Cippenham Green,2844
E05009342,Cippenham Meadows,2845
E05002421,Central Hove,2846
E05009343,Colnbrook with Poyle,2847
E05009344,Elliman,2848
E05009345,Farnham,2849
E05009346,Foxborough,2850
E05009347,Haymill and Lynch Hill,2851
E05009348,Langley Kedermister,2852
E05009349,Langley St Mary's,2853
E05009350,Upton,2854
E05009351,Wexham Lea,2855
E05012494,Ascot & Sunninghill,2856
E05012495,Belmont,2857
E05012496,Bisham & Cookham,2858
E05012497,Boyn Hill,2859
E05012498,Bray,2860
E05012499,Clewer & Dedworth East,2861
E05012500,Clewer & Dedworth West,2862
E05012501,Clewer East,2863
E05012502,Cox Green,2864
E05012503,"Datchet, Horton & Wraysbury",2865
E05012504,Eton & Castle,2866
E05012505,Furze Platt,2867
E05012506,Hurley & Walthams,2868
E05012507,Old Windsor,2869
E05008805,Stotfold and Langford,2870
W05000044,Abermaw,2871
E05008484,"Chale, Niton and Whitwell",2872
E05002422,East Brighton,2873
E05002373,Barkham,2874
E05008806,Tithe Farm,2875
E05002261,River,2876
W05000045,Abersoch,2877
E05008756,De Parys,2878
E05008485,Cowes Medina,2879
E05002423,Goldsmid,2880
E05002374,Bulmershe and Whitegates,2881
E05008807,Toddington,2882
E05002262,Rochester East,2883
W05000046,Arllechwedd,2884
E05008757,Eastcotts,2885
E05008486,Cowes North,2886
E05002375,Charvil,2887
E05002424,Hangleton and Knoll,2888
E05008808,"Westoning, Flitton and Greenfield",2889
E05002263,Rochester South and Horsted,2890
W05000047,Bala,2891
E05008758,Elstow and Stewartby,2892
E05008487,Cowes South and Northwood,2893
E05002376,Coronation,2894
E05002425,Hanover and Elm Grove,2895
E05002212,Belfairs,2896
E05002264,Rochester West,2897
W05000048,Bethel,2898
E05008759,Goldington,2899
E05008488,Cowes West and Gurnard,2900
E05002377,Emmbrook,2901
E05002426,Hollingdean and Stanmer,2902
E05002213,Blenheim Park,2903
E05002265,Strood North,2904
W05000049,Bontnewydd,2905
E05008760,Great Barford,2906
E05008489,East Cowes,2907
E05002378,Evendons,2908
E05002427,Moulsecoomb and Bevendean,2909
E05002214,Chalkwell,2910
E05002266,Strood Rural,2911
W05000050,Botwnnog,2912
E05008761,Harpur,2913
E05008490,Freshwater North,2914
E05002379,Finchampstead North,2915
E05002428,North Portslade,2916
E05002215,Eastwood Park,2917
E05002267,Strood South,2918
W05000051,Bowydd and Rhiw,2919
E05008762,Harrold,2920
E05008491,Freshwater South,2921
E05002380,Finchampstead South,2922
E05002429,Patcham,2923
E05002216,Kursaal,2924
E05002268,Twydall,2925
W05000052,Brithdir and Llanfachreth/Ganllwyd/Llanelltyd,2926
E05008763,Kempston Central and East,2927
E05008492,Godshill and Wroxall,2928
E05002381,Hawkedon,2929
E05002430,Preston Park,2930
E05002217,Leigh,2931
E05002218,Milton,2932
E05002219,Prittlewell,2933
E05002220,St Laurence,2934
E05002221,St. Luke's,2935
E05002222,Shoeburyness,2936
E05002223,Southchurch,2937
E05002224,Thorpe,2938
E05002225,Victoria,2939
E05002226,Westborough,2940
E05002227,West Leigh,2941
E05002228,West Shoebury,2942
E05002229,Aveley and Uplands,2943
E05002230,Belhus,2944
E05002231,Chadwell St Mary,2945
E05002232,Chafford and North Stifford,2946
E05002233,Corringham and Fobbing,2947
E05002234,East Tilbury,2948
E05002235,Grays Riverside,2949
E05002236,Grays Thurrock,2950
E05002237,Little Thurrock Blackshots,2951
E05002238,Little Thurrock Rectory,2952
E05002239,Ockendon,2953
E05002240,Orsett,2954
E05002241,South Chafford,2955
E05002242,Stanford East and Corringham Town,2956
E05002243,Stanford-le-Hope West,2957
E05002244,Stifford Clays,2958
E05002245,The Homesteads,2959
E05002246,Tilbury Riverside and Thurrock Park,2960
E05002247,Tilbury St Chads,2961
E05002248,West Thurrock and South Stifford,2962
E05002249,Chatham Central,2963
E05002250,Cuxton and Halling,2964
E05002251,Gillingham North,2965
E05002252,Gillingham South,2966
E05002253,Hempstead and Wigmore,2967
E05002254,Lordswood and Capstone,2968
E05002255,Luton and Wayfield,2969
E05002256,Peninsula,2970
E05002257,Princes Park,2971
E05002382,Hillside,2972
W05000053,Bryn-crug/Llanfihangel,2973
E05002269,Walderslade,2974
E05008493,"Havenstreet, Ashey and Haylands",2975
E05002383,Hurst,2976
W05000054,Cadnant,2977
E05002270,Watling,2978
E05002431,Queen's Park,2979
E05008494,Lake North,2980
E05008764,Kempston North,2981
E05002384,Loddon,2982
W05000055,Clynnog,2983
E05002271,Ascot,2984
E05002432,Regency,2985
E05008495,Lake South,2986
E05008765,Kempston Rural,2987
E05002385,Maiden Erlegh,2988
W05000056,Corris/Mawddwy,2989
E05002272,Binfield with Warfield,2990
E05002433,Rottingdean Coastal,2991
E05008496,Nettlestone and Seaview,2992
E05008766,Kempston South,2993
E05002386,Norreys,2994
W05000057,Criccieth,2995
E05002273,Bullbrook,2996
E05002434,St. Peter's and North Laine,2997
E05008497,Newport Central,2998
E05008767,Kempston West,2999
E05002387,"Remenham, Wargrave and Ruscombe",3000
W05000058,Cwm-y-Glo,3001
E05002274,Central Sandhurst,3002
E05002435,South Portslade,3003
E05008498,Newport East,3004
E05008768,Kingsbrook,3005
E05002388,Shinfield North,3006
W05000059,Deiniol,3007
E05002275,College Town,3008
E05002436,Hove Park,3009
E05008499,Newport North,3010
E05008769,Newnham,3011
E05002389,Shinfield South,3012
W05000060,Deiniolen,3013
E05002276,Crown Wood,3014
E05002437,Westbourne,3015
E05008500,Newport South,3016
E05008770,Oakley,3017
E05002390,Sonning,3018
W05000061,Dewi,3019
E05002277,Crowthorne,3020
E05002438,Wish,3021
E05008501,Newport West,3022
E05008771,Putnoe,3023
E05002391,South Lake,3024
W05000062,Diffwys and Maenofferen,3025
E05002278,Great Hollands North,3026
E05002439,Withdean,3027
E05008502,Parkhurst,3028
E05008772,Queens Park,3029
E05002392,Swallowfield,3030
W05000063,Dolbenmaen,3031
E05002279,Great Hollands South,3032
E05002280,Hanworth,3033
E05002281,Harmans Water,3034
E05002282,Little Sandhurst and Wellington,3035
E05002283,Old Bracknell,3036
E05002284,Owlsmoor,3037
E05002285,Priestwood and Garth,3038
E05002286,Warfield Harvest Ride,3039
E05002287,Wildridings and Central,3040
E05002288,Winkfield and Cranbourne,3041
E05012132,Aldermaston,3042
E05012133,Basildon,3043
E05012134,Bradfield,3044
E05012135,Bucklebury,3045
E05012136,Burghfield & Mortimer,3046
E05012137,Chieveley & Cold Ash,3047
E05012138,Downlands,3048
E05012139,Hungerford & Kintbury,3049
E05012140,Lambourn,3050
E05012141,Newbury Central,3051
E05012142,Newbury Clay Hill,3052
E05012143,Newbury Greenham,3053
E05012144,Newbury Speen,3054
E05012145,Newbury Wash Common,3055
E05012146,Pangbourne,3056
E05012147,Ridgeway,3057
E05012148,Thatcham Central,3058
E05012149,Thatcham Colthrop & Crookham,3059
E05012150,Thatcham North East,3060
E05008773,Riseley,3061
E05008503,Ryde East,3062
W05000064,Dolgellau North,3063
E05008774,Sharnbrook,3064
E05002440,Woodingdean,3065
E05008504,Ryde North East,3066
E05002393,Twyford,3067
W05000065,Dolgellau South,3068
E05008775,Wilshamstead,3069
E05002441,Baffins,3070
E05008505,Ryde North West,3071
E05002394,Wescott,3072
W05000066,Dyffryn Ardudwy,3073
E05008776,Wootton,3074
E05002442,Central Southsea,3075
E05008506,Ryde South,3076
E05002395,Winnersh,3077
W05000067,Efail-newydd/Buan,3078
E05008777,Wyboston,3079
E05002443,Charles Dickens,3080
E05008507,Ryde West,3081
E05002396,Wokingham Without,3082
W05000068,Garth,3083
E05012843,Ampthill,3084
E05002444,Copnor,3085
E05008508,Sandown North,3086
E05009406,Bletchley East,3087
W05000069,Gerlan,3088
E05008779,Arlesey,3089
E05002445,Cosham,3090
E05008509,Sandown South,3091
E05009407,Bletchley Park,3092
W05000070,Glyder,3093
E05008780,Aspley and Woburn,3094
E05002446,Drayton and Farlington,3095
E05008510,Shanklin Central,3096
E05009408,Bletchley West,3097
W05000071,Groeslon,3098
E05008781,Barton-le-Clay,3099
E05002447,Eastney and Craneswater,3100
E05008511,Shanklin South,3101
E05009409,Bradwell,3102
W05000072,Harlech,3103
E05008782,Biggleswade North,3104
E05002448,Fratton,3105
E05008512,Totland,3106
E05009410,Broughton,3107
W05000073,Hendre,3108
E05008783,Biggleswade South,3109
E05002449,Hilsea,3110
E05008513,Ventnor East,3111
E05009411,Campbell Park & Old Woughton,3112
W05000074,Hirael,3113
E05012844,Caddington,3114
E05002450,Milton,3115
E05008514,Ventnor West,3116
E05009412,Central Milton Keynes,3117
W05000075,Llanaelhaearn,3118
E05008785,Cranfield and Marston Moretaine,3119
E05002451,Nelson,3120
E05008515,West Wight,3121
E05009413,Danesborough & Walton,3122
W05000076,Llanbedr,3123
E05008786,Dunstable-Central,3124
E05002452,Paulsgrove,3125
E05008516,Whippingham and Osborne,3126
E05009414,Loughton & Shenley,3127
W05000077,Llanbedrog,3128
E05008787,Dunstable-Icknield,3129
E05002453,St Jude,3130
E05008517,Wootton Bridge,3131
E05009415,Monkston,3132
W05000078,Llanberis,3133
E05012845,Dunstable-Manshead,3134
E05002454,St Thomas,3135
E05002455,Bargate,3136
E05002456,Bassett,3137
E05002457,Bevois,3138
E05002458,Bitterne,3139
E05002459,Bitterne Park,3140
E05002460,Coxford,3141
E05002461,Freemantle,3142
E05002462,Harefield,3143
E05002463,Millbrook,3144
E05002464,Peartree,3145
E05002465,Portswood,3146
E05002466,Redbridge,3147
E05002467,Shirley,3148
E05002468,Sholing,3149
E05002469,Swaythling,3150
E05002470,Woolston,3151
W05000079,Llandderfel,3152
W05000981,Aethwy,3153
E05009416,Newport Pagnell North & Hanslope,3154
W05000080,Llanengan,3155
W05000982,Bro Aberffraw,3156
E05012846,Dunstable-Northfields,3157
E05009417,Newport Pagnell South,3158
W05000081,Llangelynin,3159
W05000983,Bro Rhosyr,3160
E05008790,Dunstable-Watling,3161
E05009418,Olney,3162
W05000082,Llanllyfni,3163
W05000984,Caergybi,3164
E05008791,Eaton Bray,3165
E05009419,Shenley Brook End,3166
W05000083,Llanrug,3167
W05000985,Canolbarth Môn,3168
E05008792,Flitwick,3169
E05009420,Stantonbury,3170
W05000084,Llanuwchllyn,3171
W05000986,Llifôn,3172
E05008793,Heath and Reach,3173
E05009421,Stony Stratford,3174
W05000085,Llanwnda,3175
W05000987,Lligwy,3176
E05012847,Houghton Conquest and Haynes,3177
E05009422,Tattenhoe,3178
W05000086,Llanystumdwy,3179
W05000988,Seiriol,3180
E05012848,Houghton Hall,3181
E05009423,Wolverton,3182
W05000087,Marchog,3183
W05000989,Talybolion,3184
E05008796,Leighton Buzzard North,3185
E05009424,Woughton & Fishermead,3186
W05000088,Menai (Bangor),3187
W05000990,Twrcelyn,3188
E05008797,Leighton Buzzard South,3189
E05002420,Brunswick and Adelaide,3190
W05000089,Menai (Caernarfon),3191
W05000991,Ynys Gybi,3192
E05008798,Linslade,3193
W05000090,Morfa Nefyn,3194
E05012849,Northill,3195
E05008800,Parkside,3196
E05008801,Potton,3197
E05012850,Sandy,3198
E05008803,Shefford,3199
E05008804,Silsoe and Shillington,3200
W05000391,Pen-parc,3201
W05000392,Tirymynach,3202
W05000291,Bwlch,3203
W05000393,Trefeurig,3204
W05000241,Brynyffynnon,3205
W05000394,Tregaron,3206
W05000091,Nefyn,3207
W05000395,Troedyraur,3208
W05000396,Ystwyth,3209
W05000292,Caersws,3210
W05000904,Bryn Cefn,3211
W05000092,Ogwen,3212
W05000191,Caergwrle,3213
