FID,PAR20CD,PAR20NM,PAR20NMW,LAD20CD,LAD20NM
8552,E04008758,Stoke sub Hamdon,,E07000189,South Somerset
8553,E04008760,Tatworth and Forton,,E07000189,South Somerset
8554,E04008761,Tintinhull,,E07000189,South Somerset
8555,E04008290,Fulbrook,,E07000181,West Oxfordshire
8556,E04008673,Castle Cary,,E07000189,South Somerset
8557,E04008332,Taynton,,E07000181,West Oxfordshire
8558,E04008291,Glympton,,E07000181,West Oxfordshire
8559,E04008589,Street,,E07000187,Mendip
8560,E04008903,Uttoxeter,,E07000193,East Staffordshire
8561,E04008620,Chilton Trinity,,E07000188,Sedgemoor
8562,E04008674,Chaffcombe,,E07000189,South Somerset
8563,E04008333,Westcot Barton,,E07000181,West Oxfordshire
8564,E04008292,Grafton and Radcot,,E07000181,West Oxfordshire
8565,E04008774,Yeovilton,,E07000189,South Somerset
8566,E04008590,Tellisford,,E07000187,Mendip
8567,E04008904,Uttoxeter Rural,,E07000193,East Staffordshire
8568,E04008621,Compton Bishop,,E07000188,Sedgemoor
8569,E04008675,Chard Town,,E07000189,South Somerset
8570,E04008334,Westwell,,E07000181,West Oxfordshire
8571,E04008293,Great Tew,,E07000181,West Oxfordshire
8572,E04008775,Yeovil Without,,E07000189,South Somerset
8573,E04008591,Trudoxhill,,E07000187,Mendip
8574,E04008905,Wootton,,E07000193,East Staffordshire
8575,E04008622,Cossington,,E07000188,Sedgemoor
8576,E04008676,Charlton Horethorne,,E07000189,South Somerset
8577,E04008335,Witney,,E07000181,West Oxfordshire
8578,E04008294,Hailey,,E07000181,West Oxfordshire
8579,E04008776,Hambridge and Westport,,E07000189,South Somerset
8580,E04008592,Upton Noble,,E07000187,Mendip
8581,E04008906,Wychnor,,E07000193,East Staffordshire
8582,E04008623,Durleigh,,E07000188,Sedgemoor
8583,E04008677,The Charltons,,E07000189,South Somerset
8584,E04008336,Woodstock,,E07000181,West Oxfordshire
8585,E04008295,Hanborough,,E07000181,West Oxfordshire
8586,E04008296,Hardwick-with-Yelford,,E07000181,West Oxfordshire
8587,E04008297,Heythrop,,E07000181,West Oxfordshire
8588,E04008298,Holwell,,E07000181,West Oxfordshire
8589,E04008299,Idbury,,E07000181,West Oxfordshire
8590,E04008300,Kelmscott,,E07000181,West Oxfordshire
8591,E04008301,Kencot,,E07000181,West Oxfordshire
8592,E04008302,Kiddington with Asterleigh,,E07000181,West Oxfordshire
8593,E04008303,Kingham,,E07000181,West Oxfordshire
8594,E04008304,Langford,,E07000181,West Oxfordshire
8595,E04008305,Leafield,,E07000181,West Oxfordshire
8596,E04008306,Lew,,E07000181,West Oxfordshire
8597,E04008307,Little Faringdon,,E07000181,West Oxfordshire
8598,E04008308,Little Tew,,E07000181,West Oxfordshire
8599,E04008309,Lyneham,,E07000181,West Oxfordshire
8600,E04008310,Milton-under-Wychwood,,E07000181,West Oxfordshire
8601,E04008312,North Leigh,,E07000181,West Oxfordshire
8602,E04008313,Northmoor,,E07000181,West Oxfordshire
8603,E04008314,Over Norton,,E07000181,West Oxfordshire
8604,E04008316,Rollright,,E07000181,West Oxfordshire
8605,E04008678,Charlton Musgrove,,E07000189,South Somerset
8606,E04008593,Walton,,E07000187,Mendip
8607,E04008907,Yoxall,,E07000193,East Staffordshire
8608,E04012447,Pen Selwood,,E07000189,South Somerset
8609,E04008337,Wootton,,E07000181,West Oxfordshire
8610,E04008679,Chillington,,E07000189,South Somerset
8611,E04008624,East Brent,,E07000188,Sedgemoor
8612,E04008594,Wanstrow,,E07000187,Mendip
8613,E04008908,Anglesey,,E07000193,East Staffordshire
8614,E04012448,Stoke Trister,,E07000189,South Somerset
8615,E04008338,Worton,,E07000181,West Oxfordshire
8616,E04008680,Chilthorne Domer,,E07000189,South Somerset
8617,E04008625,East Huntspill,,E07000188,Sedgemoor
8618,E04008595,Wells,,E07000187,Mendip
8619,E04008909,Brizlincote,,E07000193,East Staffordshire
8620,E04008869,Brereton and Ravenhill,,E07000192,Cannock Chase
8621,E04012208,Asthall,,E07000181,West Oxfordshire
8622,E04008681,Chilton Cantelo,,E07000189,South Somerset
8623,E04008626,Edington,,E07000188,Sedgemoor
8624,E04008596,West Bradley,,E07000187,Mendip
8625,E04008910,Burton,,E07000193,East Staffordshire
8626,E04008870,Bridgtown,,E07000192,Cannock Chase
8627,E04012209,Brize Norton,,E07000181,West Oxfordshire
8628,E04008682,Chiselborough,,E07000189,South Somerset
8629,E04008627,Enmore,,E07000188,Sedgemoor
8630,E04008597,Westbury,,E07000187,Mendip
8631,E04008911,Horninglow and Eton,,E07000193,East Staffordshire
8632,E04008871,Brindley Heath,,E07000192,Cannock Chase
8633,E04012210,Burford,,E07000181,West Oxfordshire
8634,E04008683,Closworth,,E07000189,South Somerset
8635,E04008628,Fiddington,,E07000188,Sedgemoor
8636,E04008598,West Pennard,,E07000187,Mendip
8637,E04008912,Shobnall,,E07000193,East Staffordshire
8638,E04008872,Cannock Wood,,E07000192,Cannock Chase
8639,E04012211,Carterton,,E07000181,West Oxfordshire
8640,E04008684,Combe St Nicholas,,E07000189,South Somerset
8641,E04008629,Goathurst,,E07000188,Sedgemoor
8642,E04008599,Whatley,,E07000187,Mendip
8643,E04008913,Stapenhill,,E07000193,East Staffordshire
8644,E04008873,Heath Hayes and Wimblebury,,E07000192,Cannock Chase
8645,E04012212,Cornbury and Wychwood,,E07000181,West Oxfordshire
8646,E04008685,Compton Dundon,,E07000189,South Somerset
8647,E04008630,Greinton,,E07000188,Sedgemoor
8648,E04008600,Witham Friary,,E07000187,Mendip
8649,E04008914,Winshill,,E07000193,East Staffordshire
8650,E04008916,Armitage with Handsacre,,E07000194,Lichfield
8651,E04008917,Burntwood,,E07000194,Lichfield
8652,E04008918,Clifton Campville,,E07000194,Lichfield
8653,E04008919,Colton,,E07000194,Lichfield
8654,E04008920,Curborough and Elmhurst,,E07000194,Lichfield
8655,E04008921,Drayton Bassett,,E07000194,Lichfield
8656,E04008922,Edingale,,E07000194,Lichfield
8657,E04008923,Elford,,E07000194,Lichfield
8658,E04008924,Farewell and Chorley,,E07000194,Lichfield
8659,E04008925,Fazeley,,E07000194,Lichfield
8660,E04008926,Fisherwick,,E07000194,Lichfield
8661,E04008927,Hammerwich,,E07000194,Lichfield
8662,E04008928,Hamstall Ridware,,E07000194,Lichfield
8663,E04008929,Harlaston,,E07000194,Lichfield
8664,E04008930,Hints,,E07000194,Lichfield
8665,E04008931,King's Bromley,,E07000194,Lichfield
8666,E04008932,Lichfield,,E07000194,Lichfield
8667,E04008933,Longdon,,E07000194,Lichfield
8668,E04008934,Mavesyn Ridware,,E07000194,Lichfield
8669,E04008935,Shenstone,,E07000194,Lichfield
8670,E04008937,Swinfen and Packington,,E07000194,Lichfield
8671,E04008938,Thorpe Constantine,,E07000194,Lichfield
8672,E04008939,Wall,,E07000194,Lichfield
8673,E04008940,Weeford,,E07000194,Lichfield
8674,E04008941,Whittington,,E07000194,Lichfield
8675,E04008942,Wigginton and Hopwas,,E07000194,Lichfield
8676,E04010539,Alrewas,,E07000194,Lichfield
8677,E04010540,Fradley and Streethay,,E07000194,Lichfield
8678,E04008943,Audley Rural,,E07000195,Newcastle-under-Lyme
8679,E04008944,Balterley,,E07000195,Newcastle-under-Lyme
8680,E04008945,Betley,,E07000195,Newcastle-under-Lyme
8681,E04008946,Chapel and Hill Chorlton,,E07000195,Newcastle-under-Lyme
8682,E04008947,Keele,,E07000195,Newcastle-under-Lyme
8683,E04008948,Kidsgrove,,E07000195,Newcastle-under-Lyme
8684,E04008949,Loggerheads,,E07000195,Newcastle-under-Lyme
8685,E04008950,Madeley,,E07000195,Newcastle-under-Lyme
8686,E04008951,Maer,,E07000195,Newcastle-under-Lyme
8687,E04008631,Lympsham,,E07000188,Sedgemoor
8688,E04008874,Norton Canes,,E07000192,Cannock Chase
8689,E04008601,Wookey,,E07000187,Mendip
8690,E04008686,Compton Pauncefoot,,E07000189,South Somerset
8691,E04008632,Lyng,,E07000188,Sedgemoor
8692,E04012213,Finstock,,E07000181,West Oxfordshire
8693,E04008875,Rugeley,,E07000192,Cannock Chase
8694,E04008602,Ashcott,,E07000188,Sedgemoor
8695,E04008687,Corton Denham,,E07000189,South Somerset
8696,E04008633,Mark,,E07000188,Sedgemoor
8697,E04012214,Minster Lovell,,E07000181,West Oxfordshire
8698,E04008876,Hednesford,,E07000192,Cannock Chase
8699,E04008603,Axbridge,,E07000188,Sedgemoor
8700,E04008688,Crewkerne,,E07000189,South Somerset
8701,E04008634,Middlezoy,,E07000188,Sedgemoor
8702,E04012215,Ramsden,,E07000181,West Oxfordshire
8703,E04008877,Abbots Bromley,,E07000193,East Staffordshire
8704,E04008604,Badgworth,,E07000188,Sedgemoor
8705,E04008689,Cricket St. Thomas,,E07000189,South Somerset
8706,E04008635,Moorlinch,,E07000188,Sedgemoor
8707,E04012216,Shilton,,E07000181,West Oxfordshire
8708,E04008878,Anslow,,E07000193,East Staffordshire
8709,E04008605,Bawdrip,,E07000188,Sedgemoor
8710,E04008690,Cucklington,,E07000189,South Somerset
8711,E04008636,Nether Stowey,,E07000188,Sedgemoor
8712,E04008540,Ashwick,,E07000187,Mendip
8713,E04008879,Barton-under-Needwood,,E07000193,East Staffordshire
8714,E04008606,Berrow,,E07000188,Sedgemoor
8715,E04008607,Brean,,E07000188,Sedgemoor
8716,E04008608,Brent Knoll,,E07000188,Sedgemoor
8717,E04008609,Bridgwater Without,,E07000188,Sedgemoor
8718,E04008541,Baltonsborough,,E07000187,Mendip
8719,E04008880,Blithfield,,E07000193,East Staffordshire
8720,E04008691,Cudworth,,E07000189,South Somerset
8721,E04008542,Batcombe,,E07000187,Mendip
8722,E04008637,North Petherton,,E07000188,Sedgemoor
8723,E04008881,Branston,,E07000193,East Staffordshire
8724,E04008692,Curry Mallet,,E07000189,South Somerset
8725,E04008543,Beckington,,E07000187,Mendip
8726,E04008638,Othery,,E07000188,Sedgemoor
8727,E04008882,Croxden,,E07000193,East Staffordshire
8728,E04008693,Curry Rivel,,E07000189,South Somerset
8729,E04008544,Berkley,,E07000187,Mendip
8730,E04008639,Otterhampton,,E07000188,Sedgemoor
8731,E04008883,Denstone,,E07000193,East Staffordshire
8732,E04008694,Dinnington,,E07000189,South Somerset
8733,E04008545,Binegar,,E07000187,Mendip
8734,E04008640,Over Stowey,,E07000188,Sedgemoor
8735,E04008884,Draycott in the Clay,,E07000193,East Staffordshire
8736,E04008695,Donyatt,,E07000189,South Somerset
8737,E04008546,Buckland Dinham,,E07000187,Mendip
8738,E04008641,Pawlett,,E07000188,Sedgemoor
8739,E04008885,Dunstall,,E07000193,East Staffordshire
8740,E04008696,Dowlish Wake,,E07000189,South Somerset
8741,E04008547,Butleigh,,E07000187,Mendip
8742,E04008642,Puriton,,E07000188,Sedgemoor
8743,E04008886,Ellastone,,E07000193,East Staffordshire
8744,E04008697,Drayton,,E07000189,South Somerset
8745,E04008548,Chewton Mendip,,E07000187,Mendip
8746,E04008643,Shapwick,,E07000188,Sedgemoor
8747,E04008887,Hanbury,,E07000193,East Staffordshire
8748,E04008698,East Chinnock,,E07000189,South Somerset
8749,E04008549,Chilcompton,,E07000187,Mendip
8750,E04008644,Shipham,,E07000188,Sedgemoor
8751,E04008888,Hoar Cross,,E07000193,East Staffordshire
8752,E04008699,East Coker,,E07000189,South Somerset
8753,E04008550,Coleford,,E07000187,Mendip
8754,E04008645,Spaxton,,E07000188,Sedgemoor
8755,E04008889,Kingstone,,E07000193,East Staffordshire
8756,E04008700,Fivehead,,E07000189,South Somerset
8757,E04008551,Cranmore,,E07000187,Mendip
8758,E04008646,Stawell,,E07000188,Sedgemoor
8759,E04008890,Leigh,,E07000193,East Staffordshire
8760,E04008701,Hardington Mandeville,,E07000189,South Somerset
8761,E04008552,Croscombe,,E07000187,Mendip
8762,E04008647,Stockland Bristol,,E07000188,Sedgemoor
8763,E04008891,Marchington,,E07000193,East Staffordshire
8764,E04008702,Haselbury Plucknett,,E07000189,South Somerset
8765,E04008553,Ditcheat,,E07000187,Mendip
8766,E04008648,Thurloxton,,E07000188,Sedgemoor
8767,E04008892,Mayfield,,E07000193,East Staffordshire
8768,E04008703,Henstridge,,E07000189,South Somerset
8769,E04008554,Doulting,,E07000187,Mendip
8770,E04008649,Weare,,E07000188,Sedgemoor
8771,E04008893,Newborough,,E07000193,East Staffordshire
8772,E04008704,High Ham,,E07000189,South Somerset
8773,E04008555,Downhead,,E07000187,Mendip
8774,E04008650,Wedmore,,E07000188,Sedgemoor
8775,E04008894,Okeover,,E07000193,East Staffordshire
8776,E04008705,Hinton St. George,,E07000189,South Somerset
8777,E04008556,East Pennard,,E07000187,Mendip
8778,E04008651,Wembdon,,E07000188,Sedgemoor
8779,E04008895,Outwoods,,E07000193,East Staffordshire
8780,E04008706,Holton,,E07000189,South Somerset
8781,E04008557,Great Elm,,E07000187,Mendip
8782,E04008558,Emborough,,E07000187,Mendip
8783,E04008559,Evercreech,,E07000187,Mendip
8784,E04008896,Ramshorn,,E07000193,East Staffordshire
8785,E04008707,Horsington,,E07000189,South Somerset
8786,E04008897,Rocester,,E07000193,East Staffordshire
8787,E04008708,Horton,,E07000189,South Somerset
8788,E04008898,Rolleston on Dove,,E07000193,East Staffordshire
8789,E04008709,Huish Episcopi,,E07000189,South Somerset
8790,E04008899,Stanton,,E07000193,East Staffordshire
8791,E04008652,West Huntspill,,E07000188,Sedgemoor
8792,E04008900,Stretton,,E07000193,East Staffordshire
8793,E04008653,Westonzoyland,,E07000188,Sedgemoor
8794,E04008901,Tatenhill,,E07000193,East Staffordshire
8795,E04008654,Woolavington,,E07000188,Sedgemoor
8796,E04008655,Bridgwater,,E07000188,Sedgemoor
8797,E04008656,Abbas and Templecombe,,E07000189,South Somerset
8798,E04008657,Alford,,E07000189,South Somerset
8799,E04008658,Aller,,E07000189,South Somerset
8800,E04008659,Ansford,,E07000189,South Somerset
8801,E04009101,Kersey,,E07000200,Babergh
8802,E04009102,Kettlebaston,,E07000200,Babergh
8803,E04009103,Lavenham,,E07000200,Babergh
8804,E04009104,Lawshall,,E07000200,Babergh
8805,E04009105,Layham,,E07000200,Babergh
8806,E04009106,Leavenheath,,E07000200,Babergh
8807,E04009107,Lindsey,,E07000200,Babergh
8808,E04009108,Little Cornard,,E07000200,Babergh
8809,E04009109,Little Waldingfield,,E07000200,Babergh
8810,E04009110,Long Melford,,E07000200,Babergh
8811,E04009111,Milden,,E07000200,Babergh
8812,E04009112,Monks Eleigh,,E07000200,Babergh
8813,E04009113,Nayland-with-Wissington,,E07000200,Babergh
8814,E04009114,Nedging-with-Naughton,,E07000200,Babergh
8815,E04009248,Somersham,,E07000203,Mid Suffolk
8816,E04009115,Newton,,E07000200,Babergh
8817,E04009116,Polstead,,E07000200,Babergh
8818,E04009117,Preston St. Mary,,E07000200,Babergh
8819,E04009002,Hilderstone,,E07000197,Stafford
8820,E04009182,Brundish,,E07000203,Mid Suffolk
8821,E04009577,Horley,,E07000211,Reigate and Banstead
8822,E04008952,Whitmore,,E07000195,Newcastle-under-Lyme
8823,E04009249,Southolt,,E07000203,Mid Suffolk
8824,E04009118,Raydon,,E07000200,Babergh
8825,E04009051,Leekfrith,,E07000198,Staffordshire Moorlands
8826,E04009003,Hopton and Coton,,E07000197,Stafford
8827,E04009183,Burgate,,E07000203,Mid Suffolk
8828,E04009578,Salfords and Sidlow,,E07000211,Reigate and Banstead
8829,E04008953,Silverdale,,E07000195,Newcastle-under-Lyme
8830,E04009250,Stoke Ash,,E07000203,Mid Suffolk
8831,E04010561,Westhorpe,,E07000203,Mid Suffolk
8832,E04009119,Semer,,E07000200,Babergh
8833,E04009052,Longnor,,E07000198,Staffordshire Moorlands
8834,E04009004,Ingestre,,E07000197,Stafford
8835,E04009186,Coddenham,,E07000203,Mid Suffolk
8836,E04009579,Bisley,,E07000214,Surrey Heath
8837,E04008954,Acton Trussell and Bednall,,E07000196,South Staffordshire
8838,E04009251,Stonham Aspal,,E07000203,Mid Suffolk
8839,E04010562,Wetherden,,E07000203,Mid Suffolk
8840,E04009120,Shelley,,E07000200,Babergh
8841,E04009053,Longsdon,,E07000198,Staffordshire Moorlands
8842,E04009005,Marston,,E07000197,Stafford
8843,E04009188,Cotton,,E07000203,Mid Suffolk
8844,E04009580,Chobham,,E07000214,Surrey Heath
8845,E04008955,Bilbrook,,E07000196,South Staffordshire
8846,E04009252,Earl Stonham,,E07000203,Mid Suffolk
8847,E04010563,Whitton,,E07000203,Mid Suffolk
8848,E04009121,Shimpling,,E07000200,Babergh
8849,E04009054,Oakamoor,,E07000198,Staffordshire Moorlands
8850,E04009006,Milwich,,E07000197,Stafford
8851,E04009189,Creeting St. Mary,,E07000203,Mid Suffolk
8852,E04009581,West End,,E07000214,Surrey Heath
8853,E04008956,Blymhill and Weston-under-Lizard,,E07000196,South Staffordshire
8854,E04008957,Bobbington,,E07000196,South Staffordshire
8855,E04008958,Brewood and Coven,,E07000196,South Staffordshire
8856,E04008959,Cheslyn Hay,,E07000196,South Staffordshire
8857,E04008960,Codsall,,E07000196,South Staffordshire
8858,E04008961,Coppenhall,,E07000196,South Staffordshire
8859,E04008962,Dunston,,E07000196,South Staffordshire
8860,E04008963,Enville,,E07000196,South Staffordshire
8861,E04008964,Essington,,E07000196,South Staffordshire
8862,E04008965,Featherstone,,E07000196,South Staffordshire
8863,E04008966,Great Wyrley,,E07000196,South Staffordshire
8864,E04008967,Hatherton,,E07000196,South Staffordshire
8865,E04008968,Hilton,,E07000196,South Staffordshire
8866,E04008969,Himley,,E07000196,South Staffordshire
8867,E04008970,Huntington,,E07000196,South Staffordshire
8868,E04008971,Kinver,,E07000196,South Staffordshire
8869,E04008972,"Lapley, Stretton and Wheaton Aston",,E07000196,South Staffordshire
8870,E04008973,Lower Penn,,E07000196,South Staffordshire
8871,E04008974,Pattingham and Patshull,,E07000196,South Staffordshire
8872,E04008975,Penkridge,,E07000196,South Staffordshire
8873,E04008976,Perton,,E07000196,South Staffordshire
8874,E04008977,Saredon,,E07000196,South Staffordshire
8875,E04008978,Shareshill,,E07000196,South Staffordshire
8876,E04008979,Swindon,,E07000196,South Staffordshire
8877,E04008980,Teddesley Hay,,E07000196,South Staffordshire
8878,E04008981,Trysull and Seisdon,,E07000196,South Staffordshire
8879,E04008982,Wombourne,,E07000196,South Staffordshire
8880,E04008983,Adbaston,,E07000197,Stafford
8881,E04008984,Barlaston,,E07000197,Stafford
8882,E04008985,Berkswich,,E07000197,Stafford
8883,E04008986,Bradley,,E07000197,Stafford
8884,E04008987,Brocton,,E07000197,Stafford
8885,E04008988,Hyde Lea,,E07000197,Stafford
8886,E04008989,Chebsey,,E07000197,Stafford
8887,E04008990,Church Eaton,,E07000197,Stafford
8888,E04008991,Colwich,,E07000197,Stafford
8889,E04008992,Creswell,,E07000197,Stafford
8890,E04008993,Eccleshall,,E07000197,Stafford
8891,E04008994,Ellenhall,,E07000197,Stafford
8892,E04008995,Forton,,E07000197,Stafford
8893,E04008996,Fradswell,,E07000197,Stafford
8894,E04008997,Fulford,,E07000197,Stafford
8895,E04008998,Gayton,,E07000197,Stafford
8896,E04008999,Gnosall,,E07000197,Stafford
8897,E04009000,Haughton,,E07000197,Stafford
8898,E04009001,High Offley,,E07000197,Stafford
8899,E04009582,Windlesham,,E07000214,Surrey Heath
8900,E04009122,Shotley,,E07000200,Babergh
8901,E04009007,Norbury,,E07000197,Stafford
8902,E04009055,Onecote,,E07000198,Staffordshire Moorlands
8903,E04009583,Bletchingley,,E07000215,Tandridge
8904,E04009253,Stonham Parva,,E07000203,Mid Suffolk
8905,E04009191,Crowfield,,E07000203,Mid Suffolk
8906,E04009123,Somerton,,E07000200,Babergh
8907,E04009008,Ranton,,E07000197,Stafford
8908,E04009056,Quarnford,,E07000198,Staffordshire Moorlands
8909,E04010564,Woolpit,,E07000203,Mid Suffolk
8910,E04009584,Burstow,,E07000215,Tandridge
8911,E04009254,Stowlangtoft,,E07000203,Mid Suffolk
8912,E04009192,Debenham,,E07000203,Mid Suffolk
8913,E04009124,Sproughton,,E07000200,Babergh
8914,E04009009,Salt and Enson,,E07000197,Stafford
8915,E04009057,Rushton,,E07000198,Staffordshire Moorlands
8916,E04012276,Barking,,E07000203,Mid Suffolk
8917,E04009585,Chelsham and Farleigh,,E07000215,Tandridge
8918,E04009256,Stowupland,,E07000203,Mid Suffolk
8919,E04009257,Stradbroke,,E07000203,Mid Suffolk
8920,E04009258,Stuston,,E07000203,Mid Suffolk
8921,E04009259,Syleham,,E07000203,Mid Suffolk
8922,E04009260,Tannington,,E07000203,Mid Suffolk
8923,E04009261,Thorndon,,E07000203,Mid Suffolk
8924,E04009262,Thornham Magna,,E07000203,Mid Suffolk
8925,E04009263,Thornham Parva,,E07000203,Mid Suffolk
8926,E04009264,Thrandeston,,E07000203,Mid Suffolk
8927,E04009265,Thurston,,E07000203,Mid Suffolk
8928,E04009266,Thwaite,,E07000203,Mid Suffolk
8929,E04009267,Tostock,,E07000203,Mid Suffolk
8930,E04009268,Walsham-le-Willows,,E07000203,Mid Suffolk
8931,E04009269,Wattisfield,,E07000203,Mid Suffolk
8932,E04009272,Wetheringsett-cum-Brockford,,E07000203,Mid Suffolk
8933,E04009273,Weybread,,E07000203,Mid Suffolk
8934,E04009275,Wickham Skeith,,E07000203,Mid Suffolk
8935,E04009276,Wilby,,E07000203,Mid Suffolk
8936,E04009277,Willisham,,E07000203,Mid Suffolk
8937,E04009278,Wingfield,,E07000203,Mid Suffolk
8938,E04009279,Winston,,E07000203,Mid Suffolk
8939,E04009281,Worlingworth,,E07000203,Mid Suffolk
8940,E04009282,Wortham,,E07000203,Mid Suffolk
8941,E04009283,Wyverstone,,E07000203,Mid Suffolk
8942,E04009284,Yaxley,,E07000203,Mid Suffolk
8943,E04010541,Akenham,,E07000203,Mid Suffolk
8944,E04010542,Bacton,,E07000203,Mid Suffolk
8945,E04010543,Badwell Ash,,E07000203,Mid Suffolk
8946,E04010544,Barham,,E07000203,Mid Suffolk
8947,E04010546,Battisford,,E07000203,Mid Suffolk
8948,E04010547,Baylham,,E07000203,Mid Suffolk
8949,E04010548,Buxhall,,E07000203,Mid Suffolk
8950,E04010549,Claydon,,E07000203,Mid Suffolk
8951,E04010551,Denham,,E07000203,Mid Suffolk
8952,E04010552,Drinkstone,,E07000203,Mid Suffolk
8953,E04010553,Great Ashfield,,E07000203,Mid Suffolk
8954,E04010554,Great Blakenham,,E07000203,Mid Suffolk
8955,E04010555,Great Bricett,,E07000203,Mid Suffolk
8956,E04010556,Great Finborough,,E07000203,Mid Suffolk
8957,E04010557,Hoxne,,E07000203,Mid Suffolk
8958,E04010558,Needham Market,,E07000203,Mid Suffolk
8959,E04010559,Ringshall,,E07000203,Mid Suffolk
8960,E04010560,Shelland,,E07000203,Mid Suffolk
8961,E04012277,Darmsden,,E07000203,Mid Suffolk
8962,E04009010,Sandon and Burston,,E07000197,Stafford
8963,E04009195,Elmswell,,E07000203,Mid Suffolk
8964,E04009586,Crowhurst,,E07000215,Tandridge
8965,E04012738,Badley,,E07000203,Mid Suffolk
8966,E04009125,Stanstead,,E07000200,Babergh
8967,E04009011,Seighford,,E07000197,Stafford
8968,E04009196,Eye,,E07000203,Mid Suffolk
8969,E04009058,Sheen,,E07000198,Staffordshire Moorlands
8970,E04009587,Felbridge,,E07000215,Tandridge
8971,E04012739,Combs,,E07000203,Mid Suffolk
8972,E04009126,Stoke-by-Nayland,,E07000200,Babergh
8973,E04009012,Standon,,E07000197,Stafford
8974,E04009197,Felsham,,E07000203,Mid Suffolk
8975,E04009059,Tittesworth,,E07000198,Staffordshire Moorlands
8976,E04009588,Godstone,,E07000215,Tandridge
8977,E04012740,Creeting St. Peter or West Creeting,,E07000203,Mid Suffolk
8978,E04009127,Stratford St. Mary,,E07000200,Babergh
8979,E04009013,Stone,,E07000197,Stafford
8980,E04009198,Finningham,,E07000203,Mid Suffolk
8981,E04009060,Warslow and Elkstones,,E07000198,Staffordshire Moorlands
8982,E04009589,Horne,,E07000215,Tandridge
8983,E04012741,Haughley,,E07000203,Mid Suffolk
8984,E04009128,Stutton,,E07000200,Babergh
8985,E04009014,Stone Rural,,E07000197,Stafford
8986,E04009199,Flowton,,E07000203,Mid Suffolk
8987,E04009200,Framsden,,E07000203,Mid Suffolk
8988,E04009201,Fressingfield,,E07000203,Mid Suffolk
8989,E04009202,Gedding,,E07000203,Mid Suffolk
8990,E04009203,Gipping,,E07000203,Mid Suffolk
8991,E04009204,Gislingham,,E07000203,Mid Suffolk
8992,E04009205,Gosbeck,,E07000203,Mid Suffolk
8993,E04009210,Harleston,,E07000203,Mid Suffolk
8994,E04009212,Helmingham,,E07000203,Mid Suffolk
8995,E04009213,Hemingstone,,E07000203,Mid Suffolk
8996,E04009214,Henley,,E07000203,Mid Suffolk
8997,E04009215,Hessett,,E07000203,Mid Suffolk
8998,E04009216,Hinderclay,,E07000203,Mid Suffolk
8999,E04009217,Horham,,E07000203,Mid Suffolk
9000,E04009219,Hunston,,E07000203,Mid Suffolk
9001,E04009220,Kenton,,E07000203,Mid Suffolk
9002,E04009221,Langham,,E07000203,Mid Suffolk
9003,E04009222,Laxfield,,E07000203,Mid Suffolk
9004,E04009223,Little Blakenham,,E07000203,Mid Suffolk
9005,E04009224,Little Finborough,,E07000203,Mid Suffolk
9006,E04009225,Mellis,,E07000203,Mid Suffolk
9007,E04009226,Mendham,,E07000203,Mid Suffolk
9008,E04009227,Mendlesham,,E07000203,Mid Suffolk
9009,E04009228,Metfield,,E07000203,Mid Suffolk
9010,E04009229,Mickfield,,E07000203,Mid Suffolk
9011,E04009230,Monk Soham,,E07000203,Mid Suffolk
9012,E04009232,Nettlestead,,E07000203,Mid Suffolk
9013,E04009233,Norton,,E07000203,Mid Suffolk
9014,E04009234,Occold,,E07000203,Mid Suffolk
9015,E04009235,Offton,,E07000203,Mid Suffolk
9016,E04009236,Old Newton with Dagworth,,E07000203,Mid Suffolk
9017,E04009238,Palgrave,,E07000203,Mid Suffolk
9018,E04009239,Pettaugh,,E07000203,Mid Suffolk
9019,E04009240,Rattlesden,,E07000203,Mid Suffolk
9020,E04009241,Redgrave,,E07000203,Mid Suffolk
9021,E04009242,Redlingfield,,E07000203,Mid Suffolk
9022,E04009243,Rickinghall Inferior,,E07000203,Mid Suffolk
9023,E04009244,Rickinghall Superior,,E07000203,Mid Suffolk
9024,E04009246,Rishangles,,E07000203,Mid Suffolk
9025,E04012742,Onehouse,,E07000203,Mid Suffolk
9026,E04012743,Stowmarket,,E07000203,Mid Suffolk
9027,E04009590,Limpsfield,,E07000215,Tandridge
9028,E04009061,Waterhouses,,E07000198,Staffordshire Moorlands
9029,E04009015,Hixon,,E07000197,Stafford
9030,E04009539,Claygate,,E07000207,Elmbridge
9031,E04009129,Sudbury,,E07000200,Babergh
9032,E04009591,Nutfield,,E07000215,Tandridge
9033,E04009062,Werrington,,E07000198,Staffordshire Moorlands
9034,E04009017,Tixall,,E07000197,Stafford
9035,E04009540,Albury,,E07000209,Guildford
9036,E04009130,Tattingstone,,E07000200,Babergh
9037,E04009592,Oxted,,E07000215,Tandridge
9038,E04009063,Wetton,,E07000198,Staffordshire Moorlands
9039,E04009018,Weston,,E07000197,Stafford
9040,E04009541,Artington,,E07000209,Guildford
9041,E04009131,Thorpe Morieux,,E07000200,Babergh
9042,E04009593,Tandridge,,E07000215,Tandridge
9043,E04009064,Acton,,E07000200,Babergh
9044,E04009019,Whitgreave,,E07000197,Stafford
9045,E04009542,Ash,,E07000209,Guildford
9046,E04009132,Wattisham,,E07000200,Babergh
9047,E04009594,Tatsfield,,E07000215,Tandridge
9048,E04009065,Aldham,,E07000200,Babergh
